Hidden Dimensions,train_accuracy,val_accuracy,test_accuracy
1.0,0.6988895216400912,0.6962915601023019,0.6826036866359447
2.0,0.7653046697038725,0.7455242966751918,0.7517281105990783
3.0,0.7791856492027336,0.772378516624041,0.7730414746543779
4.0,0.7963411161731208,0.7723785166240409,0.7891705069124424
5.0,0.8188354214123007,0.7921994884910486,0.8006912442396312
6.0,0.8338553530751709,0.7883631713554987,0.8162442396313364
7.0,0.847238041002278,0.7960358056265984,0.8185483870967741
8.0,0.8519362186788154,0.8081841432225063,0.810483870967742
9.0,0.8651765375854213,0.8145780051150895,0.8266129032258065
10.0,0.8678815489749431,0.8056265984654731,0.8323732718894009
12.0,0.8926537585421412,0.8267263427109974,0.8375576036866359
14.0,0.9006976082004556,0.8101023017902814,0.8375576036866359
16.0,0.9130125284738041,0.8190537084398977,0.8243087557603686
18.0,0.9205580865603644,0.8343989769820972,0.8392857142857144
20.0,0.9328018223234624,0.8222506393861893,0.8300691244239631
22.0,0.9520928246013667,0.8318414322250639,0.8329493087557603
24.0,0.9471099088838268,0.8292838874680307,0.8352534562211982
26.0,0.9659738041002277,0.8312020460358056,0.8329493087557605
28.0,0.9593536446469247,0.8343989769820972,0.8300691244239632
30.0,0.9717397494305239,0.8241687979539642,0.8421658986175116
32.0,0.9659738041002278,0.831841432225064,0.8369815668202765
34.0,0.9752277904328017,0.8222506393861893,0.8485023041474655
36.0,0.973519362186788,0.8241687979539642,0.8536866359447004
38.0,0.9777904328018222,0.8254475703324808,0.8364055299539171
40.0,0.9837699316628701,0.819693094629156,0.842741935483871
42.0,0.980993735763098,0.8248081841432224,0.8456221198156681
44.0,0.9818479498861048,0.8260869565217391,0.8335253456221198
46.0,0.9876138952164009,0.8190537084398977,0.8404377880184332
48.0,0.9920273348519363,0.8177749360613811,0.8485023041474654
50.0,0.9892511389521639,0.8286445012787724,0.8456221198156681
52.0,0.9928103644646925,0.8248081841432224,0.842741935483871
54.0,0.9915290432801822,0.831841432225064,0.8508064516129032
56.0,0.9944476082004556,0.823529411764706,0.8381336405529954
58.0,0.9940205011389521,0.8254475703324808,0.8398617511520737
60.0,0.9920985193621868,0.8375959079283888,0.8392857142857142
62.0,0.9921697038724373,0.8190537084398977,0.842741935483871
64.0,0.9948747152619589,0.8254475703324808,0.8427419354838709
66.0,0.9933086560364466,0.8273657289002558,0.8358294930875576
68.0,0.9938781321184511,0.8126598465473145,0.8410138248847926
70.0,0.9947323462414578,0.8177749360613811,0.841589861751152
72.0,0.9956577448747151,0.8216112531969311,0.841589861751152
74.0,0.995871298405467,0.8145780051150895,0.8404377880184332
76.0,0.9952306378132119,0.8132992327365728,0.8461981566820276
78.0,0.9955865603644646,0.8145780051150896,0.8438940092165897
80.0,0.9953730068337129,0.8260869565217391,0.8496543778801844
82.0,0.9945899772209567,0.8222506393861893,0.8502304147465438
84.0,0.9965119589977223,0.8145780051150895,0.8323732718894009
86.0,0.9965831435079726,0.8222506393861893,0.8438940092165899
88.0,0.9955865603644647,0.8158567774936063,0.8467741935483871
90.0,0.9977932801822325,0.8171355498721229,0.8404377880184333
92.0,0.996511958997722,0.8164961636828645,0.8438940092165899
94.0,0.9979356492027336,0.8184143222506394,0.8450460829493087
96.0,0.9978644646924829,0.8196930946291561,0.8525345622119815
98.0,0.9982203872437359,0.8145780051150895,0.8490783410138247
100.0,0.9980780182232347,0.8196930946291561,0.8508064516129031
110.0,0.9977932801822325,0.8171355498721228,0.8461981566820277
120.0,0.9980780182232346,0.8203324808184144,0.8496543778801844
200.0,0.9979356492027336,0.8126598465473145,0.8433179723502304
300.0,0.9970102505694761,0.8203324808184143,0.849078341013825
400.0,0.9978644646924829,0.8132992327365729,0.8467741935483871
500.0,0.9958001138952164,0.8043478260869565,0.8456221198156683
600.0,0.9956577448747153,0.7985933503836318,0.8392857142857143
700.0,0.9930239179954441,0.8056265984654731,0.8496543778801843
800.0,0.9918137813211846,0.8075447570332481,0.8456221198156681
900.0,0.9913866742596811,0.8081841432225064,0.8237327188940091
1000.0,0.9933798405466969,0.7985933503836317,0.8461981566820277
